Titre de l’action d’adaptation,Exemple,Aléa climatique visé,Catégorie ressources,Catégorie entreprise,Prix,Prix crédit,Crédit normalisé,Temps,Score,Véhicules,Machines
Installer des bennes et organiser l’évacuation des denrées sinistrées,"Positionnement de bennes étanches près de la zone alimentaire, avec prestataire d’enlèvement identifié et procédure de tri des produits souillés. Les denrées touchées par l’eau ou la chaleur sont évacuées rapidement sans contaminer les stocks sains.",Tempêtes/ Vague de chaleur/ Inondation pluie,Organisationnelles,CAPEX majoritaire > court terme,50 000 €,2,2,Court terme,0,Non,Non
Réviser les contrats d’assurance à l’aune des sinistres climatiques,"Relecture des contrats multirisques avec l’assureur, en ajoutant un inventaire des bâtiments exposés, franchises, exclusions et délais d’indemnisation. L’entreprise sait à l’avance quels dommages climatiques seront couverts après un sinistre.",Tous aléas climatiques,Financières,Capital humain,25 000 €,1,1,Moyen terme,1,Non,Non
Reconnaître les investissements de prévention dans le dialogue assurantiel,"Transmission à l’assureur des factures de clapets anti-retour, protections anti-grêle et travaux de désimperméabilisation réalisés. Ces preuves facilitent la discussion sur les primes et montrent que l’entreprise réduit concrètement son exposition.",Tous aléas climatiques,Financières,Capital humain,25 000 €,1,1,Moyen terme,3,Non,Non
Créer une gouvernance climat transverse au niveau du groupe,"Mise en place d’un comité adaptation réunissant immobilier, achats, RH, opérations et finance, avec arbitrage trimestriel des priorités. Les décisions climat ne restent pas isolées dans un seul service et sont suivies au niveau groupe.",Tous aléas climatiques,Organisationnelles,Capital humain,50 000 €,2,2,Moyen terme,1,Non,Non
Poser des membranes blanches ou toitures réfléchissantes,"Pose d’une membrane blanche sur la toiture d’un magasin ou d’un entrepôt, après vérification de l’étanchéité et de la portance. La température sous toiture baisse lors des fortes chaleurs et les équipements de froid sont moins sollicités.",Vague de chaleur/ Chaleur extrême/ Tempêtes,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Poser des tôles anti-grêle sur les lanterneaux,"Installation de tôles de protection au-dessus des lanterneaux d’un atelier, avec fixation renforcée et maintien de l’apport lumineux. Les vitrages sont moins exposés aux impacts de grêle et les infiltrations après orage sont limitées.",Tempêtes/ Fortes pluies,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Protéger les personnes face aux fortes chaleurs,"Distribution de gourdes, accès à des zones rafraîchies et adaptation des pauses pour les équipes exposées. Les malaises liés à la chaleur sont mieux prévenus pendant les pics de température.",Vague de chaleur/ Chaleur extrême/ Vague de gel,Humaines,CAPEX majoritaire > court terme,250 000 €,10,3,Court terme,0,Non,Non
Élaborer un cahier des charges de construction résilient,"Ajout d’exigences de surélévation des équipements, de protections solaires et de gestion des eaux pluviales dans le cahier des charges travaux. Les nouveaux bâtiments intègrent la résilience climatique dès la conception.",Tous aléas climatiques,Humaines,Capital humain,250 000 €,10,3,Long terme,0,Non,Non
Déployer une stratégie d’adaptation pays par pays,"Définition de feuilles de route par pays, avec aléas locaux, seuils d’alerte, budgets et responsables opérationnels. Les filiales situées en zone chaude, humide ou inondable disposent d’actions adaptées à leur contexte.",Tous aléas climatiques,Financières,Capital humain,30 000 €,1,1,Moyen terme,1,Non,Non
Créer des îlots de fraîcheur par densification des espaces verts,"Création de zones plantées avec arbres d’ombrage, bancs, sols perméables et points d’eau sobres autour des espaces de pause. Les salariés disposent d’un refuge plus frais lors des épisodes de chaleur.",Vague de chaleur/ Fortes pluies/ Inondation pluie/ Stress Hydrique/ Chaleur extrême/ Modif T° air,Solutions fondées sur la nature,Capital humain,250 000 €,10,3,Long terme,0,Non,Non
Fournir aux adhérents des référentiels et repères économiques communs,"Mise à disposition d’un guide commun pour les adhérents, avec coûts indicatifs, gains attendus, critères de choix et exemples de devis. Les entreprises peuvent comparer les solutions d’adaptation avec les mêmes repères économiques.",Tous aléas climatiques,Organisationnelles,Capital humain,50 000 €,2,2,Moyen terme,10,Non,Non
"Prioriser les actions selon efficacité, faisabilité et acceptabilité","Classement des actions dans une matrice croisant réduction du risque, coût, délai et acceptabilité terrain. Les mesures rapides et utiles sont lancées en premier, tandis que les projets plus lourds sont planifiés.",Tous aléas climatiques,Organisationnelles,Capital humain,15 000 €,1,"0,5",Moyen terme,0,Non,Non
Mesurer l’efficacité par retours d’expérience et indicateurs,"Suivi annuel des fermetures, pertes de stock, consommations d’eau, incidents chaleur et retours salariés après chaque épisode climatique. Les actions inefficaces sont corrigées et les mesures utiles sont renforcées.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > énergie,30 000 €,1,1,Moyen terme,7,Non,Non
Limiter le recours unique à la climatisation,"Installation de protections solaires, ventilation naturelle et zones végétalisées avant tout ajout de climatisation. La climatisation reste réservée aux espaces sensibles, ce qui réduit la dépendance énergétique en période chaude.",Vague de chaleur/ Chaleur extrême/ Modif T° air,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,8,Non,Non
Dimensionner la gestion des eaux pluviales sur la parcelle,"Calcul des volumes d’eau à retenir lors d’un orage décennal, puis création de noues, tranchées drainantes et trop-pleins sécurisés. Les eaux de ruissellement sont gérées sur la parcelle avant de rejoindre le réseau public.",Fortes pluies/ Inondation pluie/ Inondation nappe/ Inondation fluviale,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,6,Non,Non
Installer des dispositifs de brumisation et d’arrosage par eau de pluie en toiture,"Installation de rampes de brumisation alimentées par eau de pluie stockée, avec déclenchement limité aux heures les plus chaudes. La toiture et les abords immédiats sont rafraîchis sans augmenter la pression sur l’eau potable.",Vague de chaleur/ Chaleur extrême/ Stress Hydrique,Technique,CAPEX majoritaire > court terme,250 000 €,10,3,Court terme,0,Non,Non
Aérer la nuit et brasser l’air via les ventelles de désenfumage,"Ouverture programmée des ventelles de désenfumage la nuit, complétée par des brasseurs d’air aux points chauds. La chaleur accumulée dans la journée est évacuée avant l’arrivée des équipes le matin.",Vague de chaleur/ Chaleur extrême,Organisationnelles,OPEX majoritaire > énergie,15 000 €,1,"0,5",Moyen terme,0,Non,Non
Sensibiliser les salariés au risque de déshydratation,"Organisation d’un quart d’heure sécurité chaleur avant l’été, avec signes d’alerte, consignes de boisson et rappel des pauses. Les salariés repèrent plus vite les symptômes de déshydratation chez eux et leurs collègues.",Vague de chaleur/ Chaleur extrême,Humaines,Capital humain,25 000 €,1,1,Long terme,10,Non,Non
Installer un film réfléchissant sur verrière,"Pose d’un film solaire sur la verrière d’un hall ou d’une surface de vente, avec contrôle de la luminosité restante. Les apports de chaleur sont réduits sans condamner l’éclairage naturel.",Vague de chaleur/ Chaleur extrême,Technique,CAPEX majoritaire > court terme,250 000 €,10,3,Long terme,0,Non,Non
Renouveler les centrales de traitement d’air,"Remplacement d’une centrale de traitement d’air vieillissante par un modèle plus performant, avec filtration adaptée et pilotage par sondes. Les locaux restent ventilés correctement lors des vagues de chaleur et des épisodes de pollution.",Vague de chaleur/ Chaleur extrême/ Modif T° air,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Oui
Améliorer l’isolation des entrepôts et remplacer les sas de quais,"Ajout d’isolant sur les parois d’un entrepôt et remplacement des sas de quai abîmés par des sas rapides et étanches. Les variations de température sont limitées pendant les canicules, les gels et les épisodes de vent.",Vague de chaleur/ Chaleur extrême/ Vague de gel/ Tempêtes/ Submersion marine,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Utiliser des pompes à chaleur à faibles émissions,Remplacement d’une chaudière ancienne par une pompe à chaleur réversible dimensionnée pour les besoins réels du bâtiment. Le chauffage et le rafraîchissement deviennent moins émetteurs tout en restant disponibles lors des écarts de température.,Modif T° air/ Vague de chaleur/ Vague de gel/ Chaleur extrême,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Reprendre les pentes de voirie vers les noues et places drainantes,Reprofilage d’une voie interne pour diriger l’eau vers des noues et places drainantes plutôt que vers les portes de quai. Les flaques et entrées d’eau sont limitées lors des pluies intenses.,Fortes pluies/ Inondation pluie,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,6,Non,Non
Renforcer la redondance des approvisionnements,"Qualification de fournisseurs alternatifs dans deux régions différentes, avec contrats cadres et volumes de secours. Une rupture liée à une inondation ou à une tempête chez un fournisseur bloque moins la production.",Tempêtes/ Inondation pluie/ Vague de chaleur/ Vague de gel,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Moyen terme,5,Non,Non
Mobiliser des formations et ressources documentaires spécialisées,"Création d’un parcours de formation avec fiches aléas, webinaires techniques et retours d’expérience sectoriels. Les équipes disposent de ressources fiables pour choisir les bonnes mesures d’adaptation.",Tous aléas climatiques,Humaines,Capital humain,15 000 €,1,"0,5",Court terme,10,Non,Non
Modifier les horaires de travail et normes d’habillement en milieu professionnel,"Passage en horaires décalés pendant les canicules, autorisation de tenues plus légères et suspension des tâches lourdes l’après-midi. Les salariés restent protégés sans arrêter totalement l’activité.",Vague de chaleur/ Chaleur extrême,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Moyen terme,0,Non,Non
Mettre en place des systèmes d’alerte pour les visiteurs,"Envoi automatique de SMS et affichage d’alertes à l’entrée d’un site recevant du public, avec consignes chaleur, orage ou inondation. Les visiteurs savent où se mettre à l’abri et quels accès éviter.",Vague de chaleur/ Chaleur extrême/ Fortes pluies/ Inondation fluviale/ Inondation pluie/ Tempêtes/ Vents violents,Technique,CAPEX majoritaire > court terme,250 000 €,10,3,Court terme,7,Non,Non
Inscrire progressivement les actions d’adaptation dans les budgets,"Création d’une enveloppe annuelle dédiée aux travaux d’adaptation, alimentée progressivement dans le plan pluriannuel d’investissement. Les protections contre la chaleur, l’eau et les tempêtes ne dépendent plus d’arbitrages ponctuels.",Tous aléas climatiques,Financières,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,2,Non,Non
Surveiller l’état physique des bâtiments et zones de rétention,"Inspection semestrielle des fissures, descentes d’eau, bassins de rétention et joints de façade, avec photos géolocalisées. Les signes de retrait-gonflement des argiles ou de mauvais écoulement sont traités avant sinistre.",RGA/ Fortes pluies/ Inondation pluie/ Inondation nappe/ Modif T° air,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,7,Non,Non
Installer un système de détection incendie en extérieur,"Pose de détecteurs de fumée et de chaleur sur les zones extérieures de stockage, reliés à une alarme et à une astreinte. Un départ de feu est repéré plus vite lors des périodes sèches et chaudes.",Chaleur extrême/ Vague de chaleur/ Stress Hydrique/ Feux de forêt,Technique,Capital humain,50 000 €,2,2,Court terme,7,Non,Non
Créer une bande coupe-feu désherbée et débroussaillée autour du site,"Débroussaillage d’une bande périphérique, enlèvement des palettes inutiles et maintien d’un sol nu autour des clôtures. Le feu dispose de moins de combustible pour atteindre les bâtiments ou les stocks.",Chaleur extrême/ Vague de chaleur/ Stress Hydrique,Organisationnelles,OPEX majoritaire > main d’œuvre,250 000 €,10,3,Long terme,0,Non,Non
Installer des capteurs intelligents dans les zones de stockage,"Installation de capteurs de température, humidité et présence d’eau dans les zones de stockage sensibles. Les responsables reçoivent une alerte avant que les produits ne soient dégradés par chaleur ou infiltration.",Chaleur extrême/ Vague de chaleur/ Fortes pluies/ Inondation pluie/ Inondation nappe/ Stress Hydrique,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,7,Non,Oui
Élaborer des protocoles flexibles de stockage selon les prévisions climatiques,"Définition de règles de déplacement des stocks selon les prévisions météo, par exemple éloigner les produits sensibles des portes avant un orage. Les marchandises les plus vulnérables sont protégées avant l’arrivée de l’aléa.",Tempêtes/ Chaleur extrême/ Vague de chaleur/ Fortes pluies,Organisationnelles,OPEX majoritaire > main d’œuvre,50 000 €,2,2,Moyen terme,7,Non,Non
Utiliser des contenants pour réactifs chimiques adaptés aux fortes chaleurs,"Utilisation d’armoires ventilées et de contenants homologués pour les réactifs sensibles à la chaleur, avec contrôle de température. Les produits chimiques restent stables même lorsque le local subit un pic de chaleur.",Chaleur extrême/ Vague de chaleur/ Modif T° air/ Fortes pluies/ Inondation pluie/ Inondation fluviale/ Inondation nappe/ Tempêtes,Technique,CAPEX majoritaire > court terme,250 000 €,10,3,Court terme,0,Non,Oui
Mettre en place des réserves d’eau de pluie,"Installation d’une réserve d’eau de pluie dédiée au nettoyage d’urgence, à l’arrosage anti-poussière et au soutien incendie. Le site dispose d’une ressource de secours lors des restrictions d’eau potable.",Chaleur extrême/ Vague de chaleur/ Stress Hydrique/ Feux de forêt,Technique,CAPEX majoritaire > court terme,250 000 €,10,3,Long terme,0,Non,Non
Réviser les plans de contingence logistique et traitement,"Mise à jour des scénarios de continuité pour les déchets entrants, les exutoires indisponibles et les routes impraticables. Les équipes savent comment prioriser les flux lorsque la logistique ou le traitement est perturbé.",Tous risques climatiques extrêmes/ Fortes pluies/ Inondation fluviale/ Inondation pluie/ Inondation nappe/ Tempêtes/ Chaleur extrême/ Vague de gel,Organisationnelles,OPEX majoritaire > main d’œuvre,250 000 €,10,3,Long terme,5,Non,Non
Connecter les capteurs d’émissions gazeuses à un système centralisé,"Raccordement des capteurs de gaz à une supervision unique, avec seuils d’alerte adaptés aux épisodes de chaleur. Les émissions anormales sont détectées rapidement avant de devenir un risque pour les salariés ou riverains.",Chaleur extrême/ Vague de chaleur/ Fortes pluies/ Inondation pluie,Technique,CAPEX majoritaire > court terme,250 000 €,10,3,Court terme,7,Non,Oui
Mettre en place un plan de sécurité et de continuité d’activité pour toute la chaîne,"Construction d’un plan de continuité couvrant collecte, tri, traitement, sous-traitants et communication client. Chaque maillon de la chaîne sait quoi faire en cas d’inondation, tempête ou canicule.",Tous risques climatiques extrêmes/ Fortes pluies/ Inondation fluviale/ Inondation pluie/ Tempêtes/ Chaleur extrême/ Vague de gel,Organisationnelles,OPEX majoritaire > main d’œuvre,250 000 €,10,3,Long terme,2,Non,Non
Renforcer les effectifs lors des périodes de forte vulnérabilité,"Préparation d’un vivier d’intérimaires et d’astreintes pour les semaines de canicule, gel ou tempête. Les tâches critiques restent couvertes malgré l’absentéisme ou le ralentissement des opérations.",Vague de chaleur/ Chaleur extrême/ Vague de gel/ Tempêtes,Humaines,OPEX majoritaire > main d’œuvre,30 000 €,1,1,Moyen terme,4,Non,Non
Organiser les tâches les plus pénibles aux heures les plus fraîches,"Planification du port de charges, du nettoyage extérieur et des interventions en toiture tôt le matin pendant l’été. Les efforts physiques les plus risqués sont évités aux heures de chaleur maximale.",Vague de chaleur/ Chaleur extrême/ Modif T° air,Organisationnelles,OPEX majoritaire > main d’œuvre,250 000 €,10,3,Long terme,0,Non,Non
Encourager l’utilisation de matériaux alternatifs ou recyclés,"Substitution d’une partie des matières premières par des matériaux recyclés ou disponibles localement, validés avec les achats et la qualité. La production dépend moins de ressources fragilisées par les sécheresses ou intempéries.",Stress Hydrique/ Fortes pluies/ Tempêtes/ Chaleur extrême/ Modif T° air,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Moyen terme,0,Non,Non
Maintenir des stocks de matériaux essentiels et de ressources énergétiques,"Constitution d’un stock tampon de granulats, emballages, combustibles ou consommables critiques, avec seuils de réapprovisionnement. L’activité peut continuer quelques jours lorsque les routes ou fournisseurs sont touchés par un aléa.",Tous risques climatiques extrêmes/ Tempêtes/ Fortes pluies/ Inondation fluviale/ Inondation pluie/ Chaleur extrême/ Vague de gel,Technique,OPEX majoritaire > énergie,50 000 €,2,2,Moyen terme,5,Non,Non
Ajuster les quantités produites aux contextes locaux,"Ajustement des volumes fabriqués selon la disponibilité locale de l’eau, les restrictions préfectorales et les besoins saisonniers. Les sites réduisent ou déplacent certaines productions avant d’atteindre une situation de blocage.",Modif T° air/ Stress Hydrique/ Chaleur extrême/ Fortes pluies,Organisationnelles,Section par défaut,15 000 €,1,"0,5",Moyen terme,0,Non,Non
Développer de nouvelles filières de traitement des déchets ultimes,"Création d’une ligne de traitement pour des déchets résiduels aujourd’hui envoyés loin du site, avec essais sur plusieurs lots. Les exutoires locaux réduisent la dépendance à des filières vulnérables aux intempéries.",Tous risques climatiques extrêmes/ Fortes pluies/ Inondation pluie/ Stress Hydrique/ Chaleur extrême/ Tempêtes,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,5,Non,Oui
Développer une capacité d’adaptation proactive,"Mise en place d’une veille climat, d’un budget d’expérimentation et d’un processus de décision avant crise. L’entreprise teste des solutions avant que les aléas ne rendent les adaptations urgentes.",Tous risques climatiques extrêmes/ Modif T° air/ Fortes pluies/ Stress Hydrique/ Chaleur extrême/ Tempêtes/ Vague de chaleur,Organisationnelles,Section par défaut,15 000 €,1,"0,5",Moyen terme,0,Non,Non
Renforcer la coopération et expérimenter des solutions innovantes,"Lancement de pilotes avec collectivités, fournisseurs et chercheurs sur des matériaux drainants, ombrages ou outils d’alerte. Les solutions sont testées en conditions réelles avant un déploiement plus large.",Tous risques climatiques extrêmes/ Fortes pluies/ Inondation fluviale/ Inondation pluie/ Tempêtes,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Moyen terme,7,Non,Non
Rattacher l’adaptation aux politiques existantes de l’entreprise,"Intégration d’un volet adaptation dans les politiques achats, immobilier, sécurité et maintenance déjà existantes. Les critères climatiques deviennent un réflexe dans les décisions courantes de l’entreprise.",Tous risques climatiques extrêmes/ Modif T° air/ Fortes pluies/ Stress Hydrique/ Chaleur extrême/ Tempêtes/ Vague de chaleur,Organisationnelles,Section par défaut,30 000 €,1,1,Moyen terme,0,Non,Non
Diagnostiquer les besoins de gestion de l’eau des sites,"Audit des usages d’eau par site, avec relevé des postes de consommation, sources disponibles et contraintes réglementaires locales. Les besoins critiques sont distingués des usages pouvant être réduits ou réutilisés.",Stress Hydrique/ Fortes pluies/ Inondation pluie,Organisationnelles,Capital humain,15 000 €,1,"0,5",Moyen terme,4,Non,Non
Installer des sous-compteurs communicants,"Pose de sous-compteurs connectés sur les ateliers, sanitaires, arrosage et process consommateurs d’eau. Les dérives sont détectées rapidement et les économies sont suivies poste par poste.",Stress Hydrique/ Modif T° air,Technique,CAPEX majoritaire > court terme,50 000 €,2,2,Court terme,7,Non,Oui
Former les responsables techniques à la gestion de l’eau,"Formation des responsables techniques à la lecture des compteurs, aux restrictions d’eau et aux solutions de réutilisation. Les équipes savent prioriser les usages lorsque la ressource devient limitée.",Stress Hydrique/ Fortes pluies/ Inondation pluie,Humaines,Capital humain,30 000 €,1,1,Court terme,10,Non,Non
Réduire les rejets de polluants,"Installation de séparateurs, filtres ou traitements adaptés avant rejet, avec suivi des concentrations après épisodes pluvieux. Les milieux récepteurs sont moins exposés aux pollutions lorsque les débits varient fortement.",Stress Hydrique/ Fortes pluies/ Inondation pluie,Technique,OPEX majoritaire > eau,50 000 €,2,2,Moyen terme,0,Non,Non
Rénover des bâtiments industriels sans climatisation,"Rénovation d’un atelier industriel par isolation, protections solaires, ventilation naturelle et récupération d’air nocturne. Les opérateurs travaillent dans de meilleures conditions sans installer systématiquement une climatisation.",Vague de chaleur/ Chaleur extrême/ Modif T° air/ Vague de gel,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Oui
Récupérer la chaleur et flécher les flux d’air,Captation de la chaleur dégagée par une ligne de production et orientation des flux d’air vers une zone de préchauffage utile. La chaleur n’est plus rejetée dans l’atelier lors des épisodes chauds.,Tous aléas climatiques,Technique,CAPEX majoritaire > long terme,25 000 €,1,1,Long terme,0,Non,Oui
Réutiliser l’eau dans plusieurs process,Réutilisation de l’eau de rinçage d’un premier process pour un nettoyage moins exigeant ou un refroidissement secondaire. La consommation d’eau neuve diminue sans dégrader la qualité du produit final.,Stress Hydrique,Technique,OPEX majoritaire > eau,50 000 €,2,2,Moyen terme,0,Non,Oui
Mobiliser un réseau de proximité pour les personnes vulnérables,"Organisation d’un réseau de référents de proximité, avec appels ciblés aux personnes fragiles lors des canicules ou inondations. Les situations d’isolement sont repérées plus tôt et les secours peuvent être orientés.",Vague de chaleur/ Chaleur extrême/ Fortes pluies/ Inondation pluie/ Tempêtes,Humaines,OPEX majoritaire > main d’œuvre,25 000 €,1,1,Long terme,3,Non,Non
Construire un schéma directeur de renaturation,"Élaboration d’un schéma directeur identifiant les cours, parkings, berges et toitures à renaturer en priorité. Les projets végétalisés sont coordonnés au lieu d’être réalisés au coup par coup.",Inondation fluviale/ Fortes pluies/ Stress Hydrique/ Modif T° air/ Chaleur extrême,Solutions fondées sur la nature,Capital humain,250 000 €,10,3,Long terme,6,Non,Non
Déployer des solutions fondées sur la nature,"Combinaison de noues végétalisées, haies, sols perméables et ombrages naturels sur les espaces extérieurs. Les solutions vivantes réduisent à la fois chaleur, ruissellement et perte de biodiversité.",Stress Hydrique/ Modif T° air/ Fortes pluies/ Inondation pluie/ Inondation fluviale/ Chaleur extrême/ Vague de chaleur/ RGA,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Surveiller la chaleur corporelle des salariés,"Équipement des salariés exposés avec bracelets ou capteurs de température, associés à une procédure d’arrêt en cas d’alerte. Les situations de coup de chaleur sont repérées avant le malaise.",Vague de chaleur/ Chaleur extrême,Technique,Capital humain,250 000 €,10,3,Court terme,7,Non,Non
Déconnecter les réseaux publics et traiter les eaux à la parcelle,"Séparation des eaux pluviales du réseau public et traitement sur place par noues, filtres plantés ou bassins d’infiltration. Le site réduit les rejets au réseau lors des fortes pluies et conserve l’eau utilement.",Fortes pluies/ Inondation pluie/ Inondation nappe/ Stress Hydrique,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Installer des cuves de récupération d’eau de pluie,"Installation de cuves reliées aux descentes de toiture, avec filtration simple et usage pour arrosage ou nettoyage extérieur. L’eau potable est moins sollicitée pour les usages ne nécessitant pas une qualité sanitaire.",Stress Hydrique/ Fortes pluies/ Inondation pluie,Technique,CAPEX majoritaire > court terme,50 000 €,2,2,Court terme,6,Non,Non
"Végétaliser murs, toitures et voiries","Végétalisation d’un mur exposé au soleil, d’une toiture plate et d’un cheminement minéral très chaud. Les surfaces accumulent moins de chaleur et retiennent une partie de l’eau de pluie.",Vague de chaleur/ Chaleur extrême/ Fortes pluies/ Inondation pluie/ Tempêtes,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,6,Non,Non
Rechercher et réparer les fuites dans les réseaux,"Campagne de recherche de fuites par écoute, sectorisation nocturne et suivi des consommations anormales. Les pertes invisibles sont réparées avant d’aggraver la tension sur la ressource.",Stress Hydrique,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Informer les usagers en temps réel sur l’eau,"Diffusion d’informations en temps réel sur les restrictions, niveaux de réserve et écogestes via affichage, application ou SMS. Les usagers adaptent leurs comportements dès que la ressource devient fragile.",Stress Hydrique,Humaines,Capital humain,50 000 €,2,2,Court terme,10,Non,Non
Cartographier les risques physiques,"Cartographie SIG des bâtiments, accès, stocks et équipements critiques croisée avec inondation, chaleur, retrait-gonflement et tempêtes. Les actifs les plus exposés sont identifiés avant de décider des investissements.",Fortes pluies/ Inondation fluviale/ Inondation pluie/ Modif T° air/ Stress Hydrique/ Chaleur extrême/ Tempêtes/ Vague de chaleur/ Vague de gel,Technique,OPEX majoritaire > main d’œuvre,50 000 €,2,2,Long terme,4,Non,Non
Mettre en place des prix internes de l’eau,Création d’un prix interne de l’eau appliqué aux projets d’investissement et aux arbitrages de production. Les économies d’eau deviennent visibles financièrement même lorsque le tarif externe reste faible.,Stress Hydrique,Organisationnelles,OPEX majoritaire > eau,50 000 €,2,2,Moyen terme,7,Non,Non
Réaliser une pré-étude bibliographique sur le changement climatique local,"Analyse des projections climatiques locales, documents d’urbanisme, études hydrologiques et retours de sinistres passés. Le diagnostic s’appuie sur les données du territoire avant de choisir des solutions.",Fortes pluies/ Inondation pluie/ Stress Hydrique/ Modif T° air,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Mettre en place des stations de lavage en boucle fermée,"Installation d’une station de lavage recyclant l’eau avec décantation, filtration et appoint limité en eau neuve. Les opérations de lavage continuent avec une consommation réduite lors des périodes de restriction.",Stress Hydrique,Technique,OPEX majoritaire > eau,50 000 €,2,2,Court terme,0,Non,Oui
Réaliser un diagnostic global des risques climatiques,"Diagnostic multi-aléas des sites, activités critiques, dépendances fournisseurs et vulnérabilités humaines. L’entreprise obtient une vision globale des risques climatiques avant de hiérarchiser les actions.",Tous aléas climatiques,Organisationnelles,Section par défaut,30 000 €,1,1,Moyen terme,4,Non,Non
Mobiliser l’intelligence collective dans le diagnostic,"Ateliers avec maintenance, production, RH, achats et terrain pour compléter le diagnostic par les incidents vécus. Les solutions proposées tiennent compte des contraintes réelles et sont mieux acceptées.",Tous aléas climatiques,Organisationnelles,Capital humain,30 000 €,1,1,Moyen terme,3,Non,Non
Intégrer la robustesse climatique dans les investissements,"Ajout d’un critère de robustesse climatique dans les comités d’investissement, avec analyse chaleur, eau, inondation et durée de vie. Les projets financés aujourd’hui restent pertinents dans le climat futur.",Inondation fluviale/ Inondation pluie/ Vague de chaleur/ Chaleur extrême/ Vague de gel,Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
Créer un outil interne de diagnostic de résilience des bâtiments,"Développement d’un questionnaire interne notant chaque bâtiment sur exposition, sensibilité, protections existantes et continuité d’activité. Les équipes immobilières repèrent rapidement les sites nécessitant un diagnostic approfondi.",Inondation fluviale/ Inondation pluie/ RGA/ Vague de chaleur/ Chaleur extrême/ Vague de gel/ Fortes pluies/ Inondation nappe/ Modif T° air/ Stress Hydrique/ Tempêtes,Technique,Section par défaut,250 000 €,10,3,Long terme,7,Non,Non
Analyser systématiquement l’exposition des actifs immobiliers,"Croisement systématique du portefeuille immobilier avec les cartes d’inondation, chaleur, argiles et tempêtes avant achat ou rénovation. Les actifs les plus vulnérables sont traités avant engagement financier majeur.",Inondation fluviale/ Inondation pluie/ Fortes pluies/ Tempêtes/ Vague de chaleur/ Chaleur extrême/ RGA,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,4,Non,Non
Développer filières et achats responsables,"Sélection de fournisseurs locaux capables de garantir des matériaux moins sensibles aux ruptures d’eau ou de transport, avec clauses de substitution en cas d’aléa. Les achats restent sécurisés même lorsqu’une sécheresse ou une tempête perturbe la chaîne d’approvisionnement.",Stress Hydrique/ Vague de chaleur/ Chaleur extrême/ Modif T° air/ Fortes pluies/ Tempêtes,Organisationnelles,OPEX majoritaire > main d’œuvre,50 000 €,2,2,Moyen terme,5,Non,Non
Intégrer l’adaptation dans une démarche ISO 14001,"Ajout d’un chapitre adaptation dans le système ISO 14001, avec objectifs, responsables, indicateurs et revue annuelle des risques climatiques. Les actions face aux fortes chaleurs, pluies et sécheresses sont suivies comme les autres enjeux environnementaux.",Fortes pluies/ Inondation pluie/ Vague de chaleur/ Chaleur extrême/ Tempêtes/ Stress Hydrique/ Modif T° air,Organisationnelles,Section par défaut,30 000 €,1,1,Moyen terme,0,Non,Non
Concevoir des parcs immobiliers résilients,"Conception d’un programme immobilier avec rez-de-chaussée protégé contre les ruissellements, logements traversants, protections solaires et espaces végétalisés. Le parc reste habitable et exploitable malgré des épisodes de chaleur ou de fortes pluies plus fréquents.",Fortes pluies/ Inondation pluie/ Vague de chaleur/ Chaleur extrême/ Tempêtes/ Modif T° air,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Non
